#timestamp tx ty tz qx qy qz qw
1241.4950207600 204.803108 2.432262 -0.530866 -0.003079 0.005428 0.983874 -0.178753
1241.5450372000 204.701794 2.394698 -0.534512 -0.002677 0.004997 0.983875 -0.178766
1241.5950531700 204.592111 2.356325 -0.535628 -0.001988 0.004817 0.983888 -0.178711
1241.6450656800 204.481643 2.317936 -0.544616 -0.002167 0.005058 0.983902 -0.178624
1241.6950753200 204.365552 2.280302 -0.543340 -0.001801 0.005936 0.983914 -0.178534
1241.7450775700 204.243322 2.242866 -0.544991 -0.001884 0.006395 0.983919 -0.178492
1241.7950783200 204.119823 2.202904 -0.546065 -0.002301 0.006551 0.983935 -0.178390
1241.8450705300 203.992362 2.160688 -0.546235 -0.002542 0.006649 0.983947 -0.178319
1241.8950595300 203.864395 2.115835 -0.551427 -0.003014 0.006477 0.983956 -0.178270
1241.9450421300 203.733478 2.070325 -0.559821 -0.003281 0.006399 0.983957 -0.178263
1241.9950292500 203.601672 2.025086 -0.561026 -0.003249 0.006535 0.983951 -0.178292
1242.0450219000 203.465412 1.980202 -0.565887 -0.003462 0.006432 0.983963 -0.178222
1242.0950186300 203.324929 1.932980 -0.568102 -0.003514 0.006472 0.983995 -0.178046
1242.1450107000 203.181257 1.883381 -0.573167 -0.003966 0.006442 0.984014 -0.177930
1242.1950020700 203.036285 1.833101 -0.578588 -0.004292 0.006488 0.984028 -0.177846
1242.2449942200 202.887799 1.783833 -0.579887 -0.004173 0.006492 0.984046 -0.177747
1242.2949893500 202.736800 1.733110 -0.585221 -0.004678 0.006375 0.984059 -0.177667
1242.3450138500 202.580320 1.679245 -0.584996 -0.004951 0.006288 0.984075 -0.177572
1242.3950344100 202.423830 1.626306 -0.589984 -0.005839 0.005893 0.984086 -0.177501
1242.4450451800 202.262206 1.569245 -0.594130 -0.006825 0.005879 0.984087 -0.177461
1242.4950472800 202.098993 1.515566 -0.604803 -0.008825 0.005702 0.984059 -0.177530
1242.5450421100 201.931897 1.459900 -0.605663 -0.009109 0.005844 0.984050 -0.177564
1242.5950301200 201.767783 1.405142 -0.621026 -0.009903 0.006310 0.984068 -0.177404
1242.6450322100 201.593877 1.351698 -0.624138 -0.010121 0.007755 0.984098 -0.177167
1242.6950292700 201.418324 1.297870 -0.634695 -0.011736 0.008825 0.984084 -0.177096
1242.7450251000 201.240554 1.243744 -0.637584 -0.011788 0.009886 0.984083 -0.177043
1242.7950166700 201.061821 1.187778 -0.647562 -0.012049 0.010772 0.984066 -0.177070
1242.8449964100 200.880438 1.128913 -0.645879 -0.011416 0.011651 0.984048 -0.177153
1242.8949818100 200.700355 1.067908 -0.645531 -0.010748 0.011249 0.984026 -0.177344
1242.9449597800 200.518440 1.003911 -0.648492 -0.009805 0.010592 0.984026 -0.177437
1242.9949420200 200.335564 0.938008 -0.648204 -0.008137 0.010209 0.984014 -0.177609
1243.0449315000 200.150109 0.871909 -0.649466 -0.006831 0.009558 0.984000 -0.177781
1243.0949217100 199.960323 0.801908 -0.650401 -0.005551 0.008858 0.983999 -0.177865
1243.1449074900 199.771484 0.731548 -0.654009 -0.004341 0.008304 0.983987 -0.177991
1243.1949064000 199.576330 0.663248 -0.668680 -0.003608 0.008118 0.983986 -0.178026
1243.2448992200 199.377645 0.595230 -0.675942 -0.002962 0.009095 0.983952 -0.178178
1243.2948987900 199.175498 0.529340 -0.683407 -0.001511 0.010027 0.983893 -0.178472
1243.3448901800 198.974381 0.463511 -0.697406 -0.000931 0.011092 0.983855 -0.178621
1243.3948906200 198.765545 0.398742 -0.700111 -0.000153 0.012470 0.983845 -0.178587
1243.4448939400 198.554845 0.329818 -0.701738 -0.000918 0.012600 0.983835 -0.178629
1243.4949039700 198.333690 0.254381 -0.705470 -0.002490 0.012171 0.983834 -0.178653
1243.5449152400 198.112407 0.178218 -0.703720 -0.005435 0.011464 0.983779 -0.178936
1243.5949293400 197.896087 0.099436 -0.712447 -0.009566 0.010320 0.983723 -0.179138
1243.6449411700 197.676128 0.021721 -0.715808 -0.011133 0.009888 0.983698 -0.179211
1243.6949520400 197.460767 -0.051060 -0.724211 -0.013904 0.009803 0.983651 -0.179277
1243.7449594000 197.245085 -0.125330 -0.727680 -0.013352 0.009489 0.983682 -0.179171
1243.7949645300 197.037963 -0.199398 -0.726199 -0.012402 0.009460 0.983666 -0.179329
1243.8449612200 196.830759 -0.269066 -0.742842 -0.012406 0.009449 0.983682 -0.179236
1243.8949572900 196.624205 -0.343153 -0.731195 -0.009017 0.010141 0.983695 -0.179331
1243.9449474700 196.418157 -0.414147 -0.755386 -0.010431 0.010005 0.983667 -0.179416
1243.9949292500 196.206799 -0.485802 -0.751689 -0.008784 0.010300 0.983674 -0.179448
1244.0449029500 196.001741 -0.557604 -0.761932 -0.009269 0.009945 0.983646 -0.179601
1244.0948811800 195.790145 -0.629210 -0.772008 -0.009859 0.009837 0.983656 -0.179519
1244.1448701700 195.580380 -0.702990 -0.767226 -0.009091 0.010087 0.983657 -0.179539
1244.1948590000 195.371306 -0.774503 -0.783493 -0.010523 0.009921 0.983637 -0.179583
1244.2448457300 195.159104 -0.847686 -0.776179 -0.008913 0.009973 0.983640 -0.179650
1244.2948428300 194.953058 -0.920723 -0.792523 -0.009873 0.009813 0.983612 -0.179762
1244.3448358900 194.741710 -0.991492 -0.797098 -0.009993 0.010162 0.983611 -0.179741
1244.3948223500 194.529539 -1.062592 -0.799586 -0.010330 0.010073 0.983597 -0.179802
1244.4448219600 194.317505 -1.135316 -0.809202 -0.010466 0.009740 0.983617 -0.179703
1244.4948293600 194.109242 -1.209684 -0.799651 -0.008789 0.009647 0.983622 -0.179770
1244.5448418200 193.898416 -1.284536 -0.817564 -0.009625 0.009155 0.983623 -0.179751
1244.5948560700 193.682493 -1.359745 -0.813837 -0.008789 0.009376 0.983633 -0.179723
1244.6448605000 193.471688 -1.434573 -0.820246 -0.008875 0.008776 0.983623 -0.179804
1244.6948598900 193.252613 -1.512407 -0.841998 -0.009515 0.008976 0.983637 -0.179688
1244.7448516900 193.035933 -1.583190 -0.839721 -0.009039 0.009734 0.983644 -0.179631
1244.7948348400 192.814654 -1.656322 -0.852470 -0.009580 0.010111 0.983673 -0.179427
1244.8448133800 192.597252 -1.729212 -0.849854 -0.008441 0.010667 0.983686 -0.179381
1244.8947923200 192.379385 -1.803548 -0.852751 -0.007652 0.010698 0.983696 -0.179359
1244.9447785900 192.157076 -1.880234 -0.860058 -0.007425 0.010759 0.983707 -0.179303
1244.9947647100 191.931491 -1.958537 -0.854603 -0.006536 0.010763 0.983700 -0.179377
1245.0447540000 191.706771 -2.037777 -0.868066 -0.007405 0.010052 0.983705 -0.179356
1245.0947431900 191.474887 -2.120987 -0.874459 -0.007231 0.009875 0.983726 -0.179256
1245.1447331700 191.245928 -2.201294 -0.878519 -0.007099 0.009543 0.983739 -0.179208
1245.1947265100 191.010698 -2.284028 -0.892320 -0.007173 0.009398 0.983742 -0.179196
1245.2447291400 190.778372 -2.363271 -0.891135 -0.006176 0.009617 0.983732 -0.179276
1245.2947260200 190.540305 -2.443955 -0.909492 -0.007102 0.010037 0.983713 -0.179325
1245.3447343200 190.295573 -2.522825 -0.901450 -0.006104 0.011054 0.983731 -0.179206
1245.3947379500 190.060294 -2.601891 -0.911437 -0.007345 0.010669 0.983722 -0.179228
1245.4447410300 189.809779 -2.688382 -0.923068 -0.007841 0.010359 0.983737 -0.179143
1245.4947419600 189.570877 -2.774559 -0.922110 -0.007259 0.010131 0.983740 -0.179164
1245.5447394200 189.319410 -2.859167 -0.937189 -0.008434 0.010297 0.983738 -0.179116
1245.5947306600 189.072641 -2.944261 -0.928370 -0.007306 0.010043 0.983747 -0.179131
1245.6447249000 188.829052 -3.030420 -0.939240 -0.007579 0.009646 0.983748 -0.179133
1245.6947131100 188.574916 -3.118217 -0.944410 -0.007318 0.009783 0.983766 -0.179040
1245.7447077000 188.326774 -3.204715 -0.947607 -0.007034 0.009646 0.983775 -0.179007
1245.7946946200 188.069800 -3.294694 -0.960380 -0.007310 0.009536 0.983768 -0.179042
1245.8446872300 187.816430 -3.383225 -0.960517 -0.006327 0.009220 0.983761 -0.179134
1245.8946834000 187.556048 -3.473571 -0.971495 -0.007021 0.008976 0.983765 -0.179097
1245.9446830900 187.292962 -3.565423 -0.982375 -0.007212 0.008962 0.983773 -0.179051
1245.9946834300 187.032685 -3.651943 -0.979797 -0.007036 0.009432 0.983764 -0.179082
1246.0446893700 186.769906 -3.741732 -0.989431 -0.007018 0.009270 0.983761 -0.179106
1246.0946855300 186.507047 -3.833053 -0.992568 -0.006127 0.009241 0.983773 -0.179077
1246.1446795600 186.243338 -3.923883 -0.999855 -0.006330 0.009101 0.983761 -0.179140
1246.1946672000 185.972585 -4.017444 -1.006484 -0.006096 0.009114 0.983759 -0.179158
1246.2446464300 185.705657 -4.108689 -1.007418 -0.005691 0.008833 0.983740 -0.179292
1246.2946257300 185.432351 -4.205263 -1.023016 -0.006080 0.008790 0.983726 -0.179360
1246.3446083000 185.162903 -4.297203 -1.020194 -0.005127 0.009096 0.983707 -0.179477
1246.3945947600 184.885069 -4.395662 -1.032027 -0.005575 0.008840 0.983684 -0.179602
1246.4445838700 184.611012 -4.491512 -1.035924 -0.004614 0.008634 0.983672 -0.179702
1246.4945870000 184.331568 -4.589759 -1.046700 -0.004677 0.008505 0.983668 -0.179731
1246.5445922300 184.050132 -4.688746 -1.042141 -0.004910 0.008366 0.983651 -0.179824
1246.5946057700 183.768465 -4.787168 -1.049735 -0.005748 0.008261 0.983627 -0.179934
1246.6446196400 183.486046 -4.884899 -1.052673 -0.005772 0.008054 0.983600 -0.180094
1246.6946311100 183.200326 -4.983777 -1.067604 -0.005908 0.008069 0.983586 -0.180163
1246.7446368500 182.912800 -5.080494 -1.068742 -0.004986 0.008329 0.983582 -0.180200
1246.7946406100 182.622372 -5.181777 -1.081314 -0.004819 0.008077 0.983583 -0.180210
1246.8446290300 182.331800 -5.286347 -1.088646 -0.004759 0.008108 0.983572 -0.180271
1246.8946217800 182.041490 -5.386371 -1.096344 -0.005189 0.008499 0.983562 -0.180298
1246.9446086100 181.745296 -5.486967 -1.103081 -0.005286 0.008683 0.983545 -0.180379
1246.9945963800 181.450501 -5.587703 -1.105776 -0.004719 0.008634 0.983524 -0.180508
1247.0445755700 181.149611 -5.694019 -1.117997 -0.005670 0.008624 0.983530 -0.180453
1247.0945428700 180.850642 -5.798213 -1.116536 -0.005441 0.008931 0.983524 -0.180475
1247.1445196500 180.551556 -5.900506 -1.125049 -0.005931 0.008655 0.983495 -0.180632
1247.1944875100 180.249499 -6.006354 -1.133009 -0.005852 0.008696 0.983479 -0.180717
1247.2444562800 179.944488 -6.111000 -1.136348 -0.005979 0.008977 0.983469 -0.180753
1247.2944377800 179.634542 -6.219915 -1.141284 -0.006557 0.008778 0.983462 -0.180782
1247.3444202000 179.334783 -6.327981 -1.148441 -0.006057 0.008397 0.983456 -0.180850
1247.3944079000 179.024314 -6.435848 -1.174765 -0.008087 0.008584 0.983443 -0.180832
1247.4444055200 178.711778 -6.540966 -1.170217 -0.007474 0.009222 0.983438 -0.180854
1247.4944038100 178.399635 -6.643197 -1.174684 -0.008430 0.008784 0.983428 -0.180888
1247.5444123800 178.090376 -6.752090 -1.172755 -0.007649 0.008704 0.983454 -0.180787
1247.5944082000 177.785194 -6.863824 -1.191887 -0.006826 0.008775 0.983468 -0.180742
1247.6444050200 177.477673 -6.971012 -1.196277 -0.006188 0.008907 0.983490 -0.180636
1247.6943988400 177.164382 -7.080976 -1.209765 -0.005758 0.009126 0.983508 -0.180541
1247.7443939300 176.848859 -7.190418 -1.213551 -0.005296 0.008697 0.983508 -0.180575
1247.7943906900 176.532717 -7.300695 -1.220684 -0.006025 0.009020 0.983523 -0.180457
1247.8444005000 176.217421 -7.404390 -1.218857 -0.005540 0.009895 0.983551 -0.180275
1247.8944182900 175.897511 -7.510581 -1.228828 -0.006846 0.010433 0.983562 -0.180139
1247.9444284200 175.580737 -7.622628 -1.242717 -0.006709 0.010488 0.983573 -0.180083
1247.9944355400 175.255744 -7.733285 -1.261373 -0.008194 0.010725 0.983558 -0.180086
1248.0444384400 174.937517 -7.839803 -1.261066 -0.007787 0.011033 0.983561 -0.180068
1248.0944381800 174.611371 -7.951812 -1.262812 -0.008683 0.009912 0.983574 -0.180026
1248.1444454600 174.291604 -8.062412 -1.260978 -0.008282 0.010148 0.983614 -0.179812
1248.1944645400 173.973505 -8.168177 -1.273205 -0.008059 0.011342 0.983629 -0.179665
1248.2444845700 173.653805 -8.274224 -1.272155 -0.007621 0.011691 0.983639 -0.179612
1248.2944939200 173.335196 -8.386584 -1.287109 -0.007296 0.012242 0.983664 -0.179449
1248.3444965200 173.012338 -8.495962 -1.298586 -0.007585 0.012158 0.983709 -0.179194
1248.3944860700 172.690400 -8.607193 -1.311353 -0.006191 0.012671 0.983766 -0.178901
1248.4444636100 172.375426 -8.706722 -1.317088 -0.006159 0.013229 0.983815 -0.178592
1248.4944303600 172.042998 -8.824588 -1.319292 -0.006499 0.013864 0.983894 -0.178093
1248.5443945300 171.728491 -8.921410 -1.323153 -0.006770 0.014546 0.983924 -0.177865
1248.5943688500 171.395109 -9.032418 -1.322398 -0.007222 0.014927 0.983981 -0.177498
1248.6443355600 171.080132 -9.134989 -1.323542 -0.006589 0.013642 0.984040 -0.177299
1248.6943161300 170.758405 -9.252382 -1.339818 -0.005877 0.014124 0.984150 -0.176678
1248.7442944300 170.438507 -9.357759 -1.348540 -0.005615 0.013734 0.984223 -0.176309
1248.7942624300 170.107392 -9.467733 -1.346724 -0.005940 0.013526 0.984265 -0.176079
1248.8442360900 169.784240 -9.575787 -1.358404 -0.006375 0.012976 0.984333 -0.175725
1248.8942116600 169.457171 -9.682390 -1.362635 -0.007210 0.014601 0.984406 -0.175158
1248.9442032800 169.133943 -9.780678 -1.355330 -0.007171 0.014436 0.984501 -0.174639
1248.9942018800 168.814202 -9.890858 -1.351739 -0.005900 0.013607 0.984602 -0.174179
1249.0441902700 168.493573 -9.998094 -1.368476 -0.005661 0.013004 0.984694 -0.173714
1249.0941793900 168.174234 -10.110740 -1.382476 -0.004937 0.012948 0.984785 -0.173222
1249.1441669700 167.852481 -10.221632 -1.401332 -0.004992 0.011812 0.984838 -0.173002
1249.1941629500 167.531839 -10.330895 -1.393945 -0.004047 0.011082 0.984892 -0.172770
1249.2441695800 167.205209 -10.433645 -1.394903 -0.004575 0.010816 0.984937 -0.172513
1249.2941969600 166.890560 -10.530874 -1.368051 -0.003971 0.010577 0.985017 -0.172088
1249.3442406300 166.564428 -10.640428 -1.393782 -0.004888 0.010081 0.985095 -0.171645
1249.3942940600 166.241291 -10.746288 -1.401286 -0.004929 0.009964 0.985173 -0.171202
1249.4443434300 165.915831 -10.857194 -1.424182 -0.005957 0.010355 0.985220 -0.170878
1249.4943918100 165.596388 -10.961019 -1.423764 -0.005596 0.010472 0.985248 -0.170723
1249.5444231600 165.280913 -11.062505 -1.419965 -0.004817 0.010310 0.985283 -0.170555
1249.5944687700 164.962093 -11.162010 -1.418036 -0.005160 0.009829 0.985316 -0.170379
1249.6444963600 164.646705 -11.263572 -1.408087 -0.004740 0.009692 0.985366 -0.170108
1249.6945218100 164.327501 -11.364922 -1.421790 -0.005414 0.009429 0.985398 -0.169921
1249.7445379700 164.010715 -11.470729 -1.429985 -0.005648 0.009965 0.985437 -0.169655
1249.7945313100 163.698073 -11.571535 -1.447277 -0.005250 0.010016 0.985465 -0.169502
1249.8445041500 163.383734 -11.674938 -1.458031 -0.006046 0.010780 0.985491 -0.169275
1249.8944772200 163.063446 -11.767804 -1.467545 -0.009592 0.011483 0.985474 -0.169164
1249.9444588300 162.751913 -11.861528 -1.447405 -0.009359 0.011815 0.985517 -0.168907
1249.9944512800 162.439397 -11.960855 -1.461189 -0.010257 0.011397 0.985549 -0.168696
1250.0444399700 162.140786 -12.061529 -1.458070 -0.007967 0.012181 0.985609 -0.168411
1250.0944265800 161.829116 -12.153343 -1.480902 -0.008981 0.012354 0.985601 -0.168398
1250.1444033400 161.520956 -12.254408 -1.480449 -0.008709 0.012955 0.985605 -0.168342
1250.1943807800 161.223662 -12.343911 -1.483256 -0.007814 0.012509 0.985633 -0.168258
1250.2443539400 160.915945 -12.441016 -1.483241 -0.008441 0.013316 0.985671 -0.167940
1250.2943279800 160.621124 -12.533480 -1.475841 -0.005015 0.012975 0.985733 -0.167742
1250.3443003600 160.320095 -12.629941 -1.499135 -0.006370 0.012167 0.985753 -0.167640
1250.3942714300 160.026204 -12.729323 -1.493849 -0.004566 0.012169 0.985778 -0.167548
1250.4442397400 159.726978 -12.819651 -1.506358 -0.005699 0.011496 0.985757 -0.167688
1250.4942099300 159.428092 -12.917646 -1.500583 -0.005914 0.011887 0.985749 -0.167698
1250.5441855800 159.135950 -13.006747 -1.506573 -0.005757 0.011254 0.985747 -0.167758
1250.5941683600 158.837169 -13.107142 -1.521334 -0.007595 0.012066 0.985730 -0.167727
1250.6441493200 158.547443 -13.193012 -1.512184 -0.006956 0.012361 0.985730 -0.167735
1250.6941390400 158.249962 -13.291630 -1.528079 -0.008705 0.012157 0.985714 -0.167764
1250.7441351500 157.967356 -13.383253 -1.524453 -0.007712 0.012503 0.985717 -0.167769
1250.7941352400 157.678422 -13.471576 -1.534676 -0.008973 0.012748 0.985682 -0.167891
1250.8441342700 157.395203 -13.559708 -1.524835 -0.008669 0.012933 0.985673 -0.167949
1250.8941357700 157.120956 -13.648061 -1.523870 -0.007302 0.012398 0.985671 -0.168063
1250.9441353100 156.844125 -13.738769 -1.533948 -0.006886 0.011937 0.985669 -0.168127
1250.9941314600 156.568939 -13.828818 -1.540131 -0.006326 0.012424 0.985653 -0.168205
1251.0441367300 156.291939 -13.912681 -1.541258 -0.006695 0.011960 0.985615 -0.168452
1251.0941297400 156.021706 -14.008068 -1.542660 -0.005914 0.011483 0.985581 -0.168712
1251.1441314200 155.751852 -14.095909 -1.558434 -0.005322 0.011526 0.985536 -0.168988
1251.1941333300 155.479918 -14.179832 -1.549852 -0.005705 0.011576 0.985461 -0.169409
1251.2441381800 155.215587 -14.267870 -1.541259 -0.004996 0.010839 0.985356 -0.170090
1251.2941485300 154.950325 -14.358433 -1.551853 -0.004946 0.009192 0.985245 -0.170829
1251.3441533200 154.687949 -14.454095 -1.558756 -0.004940 0.009271 0.985132 -0.171480
1251.3941697600 154.424956 -14.542601 -1.562533 -0.005003 0.009103 0.984973 -0.172394
1251.4441758100 154.166346 -14.627850 -1.561578 -0.005581 0.008826 0.984791 -0.173427
1251.4941744200 153.908333 -14.719466 -1.570248 -0.005809 0.008448 0.984581 -0.174630
1251.5441706600 153.653227 -14.807645 -1.571034 -0.005972 0.008747 0.984342 -0.175952
1251.5941554600 153.402069 -14.895387 -1.569783 -0.006124 0.008939 0.984045 -0.177588
1251.6441276000 153.153608 -14.984713 -1.570119 -0.005960 0.008546 0.983707 -0.179479
1251.6941044200 152.906232 -15.079552 -1.578390 -0.006257 0.008453 0.983324 -0.181557
1251.7440790200 152.665191 -15.170202 -1.578681 -0.005370 0.008754 0.982900 -0.183853
1251.7940715300 152.419163 -15.263767 -1.589218 -0.005756 0.008864 0.982394 -0.186523
1251.8440563000 152.183146 -15.358601 -1.585409 -0.005499 0.009180 0.981805 -0.189588
1251.8940460200 151.947102 -15.451836 -1.589183 -0.005421 0.009159 0.981172 -0.192842
1251.9440369500 151.711595 -15.551158 -1.593208 -0.005868 0.009577 0.980445 -0.196472
1251.9940312600 151.483588 -15.646086 -1.590400 -0.005482 0.010166 0.979656 -0.200349
1252.0440287000 151.251848 -15.750027 -1.598898 -0.006636 0.010471 0.978774 -0.204566
1252.0940262500 151.033636 -15.851507 -1.593031 -0.005650 0.010871 0.977824 -0.209072
1252.1440222900 150.812323 -15.956330 -1.602879 -0.005759 0.011305 0.976779 -0.213874
1252.1940135600 150.595877 -16.063295 -1.602303 -0.005646 0.012206 0.975593 -0.219174
1252.2440032100 150.381786 -16.170867 -1.602839 -0.005622 0.012757 0.974282 -0.224902
1252.2939968200 150.168702 -16.283256 -1.605376 -0.005916 0.013375 0.972850 -0.230972
1252.3439807100 149.961350 -16.394553 -1.604662 -0.005707 0.014032 0.971291 -0.237410
1252.3939679500 149.755685 -16.512366 -1.609562 -0.006466 0.014460 0.969602 -0.244174
1252.4439528000 149.556682 -16.631704 -1.607102 -0.006210 0.014732 0.967790 -0.251250
1252.4939363600 149.359585 -16.755652 -1.612475 -0.006552 0.014538 0.965865 -0.258556
