anchor_idx,query_image,num_matches,num_inliers
38800,108462314638861,262,164
38850,108462314638861,374,190
38900,108462314638861,384,203
38950,108462314638861,331,208
39000,108462314638861,291,210
39050,108462314638861,303,225
39100,108462314638861,298,213
39150,108462314638861,286,195
39200,108462314638861,291,200
39250,108462314638861,311,238
39300,108462314638861,323,237
39350,108462314638861,271,205
39400,108462314638861,274,210
39450,108462314638861,314,238
39500,108462314638861,259,189
39550,108462314638861,347,218
39600,108462314638861,306,234
39650,108462314638861,234,173
39700,108462314638861,243,171
39750,108462314638861,243,179
39800,108462314638861,297,213
39850,108462314638861,302,202
39900,108462314638861,278,200
39950,108462314638861,258,198
40000,108462314638861,224,142
40050,108462314638861,205,118
40100,108462314638861,274,192
40150,108462314638861,249,161
40200,108462314638861,226,166
40250,108462314638861,225,131
40300,108462314638861,228,63
40350,108462314638861,153,33
40400,108462314638861,168,51
40450,108462314638861,99,31
40500,108462314638861,89,26
40550,108462314638861,65,22
40600,108462314638861,75,24
40650,108462314638861,155,42
40700,108462314638861,59,24
40750,108462314638861,90,23
40800,108462314638861,69,18
40850,108462314638861,56,17
40900,108462314638861,58,19
40950,108462314638861,43,17
41000,108462314638861,28,15
41050,108462314638861,75,19
41100,108462314638861,16,12
41150,108462314638861,14,8
41200,108462314638861,30,15
41250,108462314638861,25,12
41300,108462314638861,11,7
41350,108462314638861,10,7
41400,108462314638861,0,0
41450,108462314638861,0,0
37300,108796431284045,94,23
37350,108796431284045,51,14
37400,108796431284045,99,26
37450,108796431284045,74,24
37500,108796431284045,95,17
37550,108796431284045,37,11
37600,108796431284045,126,30
37650,108796431284045,61,16
37700,108796431284045,66,18
37750,108796431284045,53,15
37800,108796431284045,181,30
37850,108796431284045,185,35
37900,108796431284045,118,24
37950,108796431284045,149,42
38000,108796431284045,86,19
38050,108796431284045,116,22
38100,108796431284045,176,44
38150,108796431284045,250,52
38200,108796431284045,202,66
38250,108796431284045,263,56
38300,108796431284045,252,60
38350,108796431284045,150,56
38400,108796431284045,136,42
38450,108796431284045,141,51
38500,108796431284045,199,65
38550,108796431284045,177,59
38600,108796431284045,225,67
38650,108796431284045,161,47
38700,108796431284045,156,47
38750,108796431284045,145,54
38800,108796431284045,169,63
38850,108796431284045,166,68
38900,108796431284045,163,46
38950,108796431284045,205,48
39000,108796431284045,164,52
39050,108796431284045,178,61
39100,108796431284045,169,57
39150,108796431284045,209,60
39200,108796431284045,157,47
39250,108796431284045,237,46
39300,108796431284045,171,50
39350,108796431284045,212,70
39400,108796431284045,165,60
39450,108796431284045,215,56
39500,108796431284045,205,48
39550,108796431284045,226,59
39600,108796431284045,269,57
39650,108796431284045,285,62
39700,108796431284045,205,54
39750,108796431284045,170,60
39800,108796431284045,140,46
39850,108796431284045,208,63
39900,108796431284045,208,73
39950,108796431284045,221,97
40000,108796431284045,222,140
40050,108796431284045,248,170
40100,108796431284045,222,137
40150,108796431284045,257,121
40200,108796431284045,291,151
40250,108796431284045,297,194
40300,108796431284045,230,151
40350,108796431284045,254,177
40400,108796431284045,299,211
40450,108796431284045,270,180
40500,108796431284045,312,200
40550,108796431284045,302,230
40600,108796431284045,312,239
40650,108796431284045,346,292
40700,108796431284045,395,284
40750,108796431284045,399,283
40800,108796431284045,446,344
40850,108796431284045,523,390
40900,108796431284045,406,330
40950,108796431284045,319,280
41000,108796431284045,187,62
41050,108796431284045,28,15
41100,108796431284045,69,20
41150,108796431284045,36,15
41200,108796431284045,51,23
41250,108796431284045,23,20
41300,108796431284045,43,14
41350,108796431284045,0,0
41400,108796431284045,16,10
41450,108796431284045,19,12
37300,1124747658033783,334,264
37350,1124747658033783,366,302
37400,1124747658033783,361,311
37450,1124747658033783,435,350
37500,1124747658033783,459,387
37550,1124747658033783,461,356
37600,1124747658033783,438,381
37650,1124747658033783,481,373
37700,1124747658033783,470,351
37750,1124747658033783,488,397
37800,1124747658033783,503,451
37850,1124747658033783,534,447
37900,1124747658033783,626,493
37950,1124747658033783,666,539
38000,1124747658033783,692,537
38050,1124747658033783,714,600
38100,1124747658033783,802,671
38150,1124747658033783,839,642
38200,1124747658033783,912,716
38250,1124747658033783,1051,892
38300,1124747658033783,1048,841
38350,1124747658033783,1155,934
38400,1124747658033783,1206,1050
38450,1124747658033783,1437,1082
38500,1124747658033783,1197,871
38550,1124747658033783,979,736
38600,1124747658033783,829,709
38650,1124747658033783,722,593
38700,1124747658033783,603,486
38750,1124747658033783,534,470
38800,1124747658033783,424,366
38850,1124747658033783,421,344
38900,1124747658033783,374,321
38950,1124747658033783,374,310
39000,1124747658033783,429,365
39050,1124747658033783,402,350
39100,1124747658033783,421,344
39150,1124747658033783,439,365
39200,1124747658033783,450,336
39250,1124747658033783,416,352
39300,1124747658033783,436,341
39350,1124747658033783,338,275
39400,1124747658033783,307,246
39450,1124747658033783,324,278
39500,1124747658033783,281,220
39550,1124747658033783,300,234
39600,1124747658033783,286,260
39650,1124747658033783,267,223
39700,1124747658033783,231,199
39750,1124747658033783,255,213
39800,1124747658033783,261,220
39850,1124747658033783,268,206
39900,1124747658033783,196,166
39950,1124747658033783,207,168
40000,1124747658033783,175,140
40050,1124747658033783,210,164
40100,1124747658033783,154,131
40150,1124747658033783,191,156
40200,1124747658033783,194,160
40250,1124747658033783,173,149
40300,1124747658033783,223,171
40350,1124747658033783,149,113
40400,1124747658033783,201,152
40450,1124747658033783,217,156
40500,1124747658033783,184,143
40550,1124747658033783,170,120
40600,1124747658033783,154,116
40650,1124747658033783,208,123
40700,1124747658033783,279,52
40750,1124747658033783,232,60
40800,1124747658033783,169,64
40850,1124747658033783,155,90
40900,1124747658033783,173,44
40950,1124747658033783,47,18
41000,1124747658033783,89,28
41050,1124747658033783,77,24
41100,1124747658033783,85,22
41150,1124747658033783,82,23
41200,1124747658033783,79,18
41250,1124747658033783,113,23
41300,1124747658033783,42,15
41350,1124747658033783,15,12
41400,1124747658033783,75,22
41450,1124747658033783,45,19
37300,113811547432984,186,111
37350,113811547432984,149,105
37400,113811547432984,159,122
37450,113811547432984,183,131
37500,113811547432984,194,152
37550,113811547432984,194,144
37600,113811547432984,178,140
37650,113811547432984,204,169
37700,113811547432984,180,134
37750,113811547432984,191,139
37800,113811547432984,239,178
37850,113811547432984,217,163
37900,113811547432984,207,152
37950,113811547432984,212,151
38000,113811547432984,221,159
38050,113811547432984,249,179
38100,113811547432984,270,225
38150,113811547432984,224,166
38200,113811547432984,243,181
38250,113811547432984,262,196
38300,113811547432984,280,203
38350,113811547432984,291,227
38400,113811547432984,283,211
38450,113811547432984,302,245
38500,113811547432984,297,224
38550,113811547432984,318,260
38600,113811547432984,328,277
38650,113811547432984,311,261
38700,113811547432984,333,266
38750,113811547432984,322,264
38800,113811547432984,343,283
38850,113811547432984,381,296
38900,113811547432984,364,317
38950,113811547432984,397,334
39000,113811547432984,412,357
39050,113811547432984,457,368
39100,113811547432984,458,396
39150,113811547432984,457,362
39200,113811547432984,448,370
39250,113811547432984,469,378
39300,113811547432984,511,427
39350,113811547432984,530,459
39400,113811547432984,568,496
39450,113811547432984,543,482
39500,113811547432984,562,493
39550,113811547432984,645,490
39600,113811547432984,664,527
39650,113811547432984,624,514
39700,113811547432984,722,618
39750,113811547432984,791,685
39800,113811547432984,791,650
39850,113811547432984,859,720
39900,113811547432984,885,743
39950,113811547432984,936,793
40000,113811547432984,962,839
40050,113811547432984,1008,802
40100,113811547432984,1101,920
40150,113811547432984,1516,1189
40200,113811547432984,1820,1477
40250,113811547432984,1431,1061
40300,113811547432984,1223,932
40350,113811547432984,729,570
40400,113811547432984,613,529
40450,113811547432984,580,478
40500,113811547432984,568,466
40550,113811547432984,482,377
40600,113811547432984,381,319
40650,113811547432984,398,316
40700,113811547432984,355,281
40750,113811547432984,391,347
40800,113811547432984,381,303
40850,113811547432984,408,333
40900,113811547432984,402,305
40950,113811547432984,273,222
41000,113811547432984,260,207
41050,113811547432984,189,112
41100,113811547432984,110,82
41150,113811547432984,10,7
41200,113811547432984,0,0
41250,113811547432984,21,14
41300,113811547432984,17,11
41350,113811547432984,0,0
41400,113811547432984,15,11
41450,113811547432984,0,0
37300,1141189789728712,177,127
37350,1141189789728712,177,134
37400,1141189789728712,174,115
37450,1141189789728712,189,136
37500,1141189789728712,158,114
37550,1141189789728712,162,103
37600,1141189789728712,144,91
37650,1141189789728712,151,96
37700,1141189789728712,148,107
37750,1141189789728712,151,109
37800,1141189789728712,169,116
37850,1141189789728712,165,119
37900,1141189789728712,162,112
37950,1141189789728712,171,126
38000,1141189789728712,218,146
38050,1141189789728712,176,123
38100,1141189789728712,246,169
38150,1141189789728712,202,144
38200,1141189789728712,194,136
38250,1141189789728712,214,146
38300,1141189789728712,235,172
38350,1141189789728712,241,172
38400,1141189789728712,236,179
38450,1141189789728712,215,162
38500,1141189789728712,219,167
38550,1141189789728712,230,196
38600,1141189789728712,246,191
38650,1141189789728712,265,205
38700,1141189789728712,261,197
38750,1141189789728712,246,193
38800,1141189789728712,276,210
38850,1141189789728712,265,201
38900,1141189789728712,261,195
38950,1141189789728712,289,224
39000,1141189789728712,315,255
39050,1141189789728712,327,263
39100,1141189789728712,332,263
39150,1141189789728712,319,275
39200,1141189789728712,331,275
39250,1141189789728712,349,285
39300,1141189789728712,395,323
39350,1141189789728712,409,356
39400,1141189789728712,435,344
39450,1141189789728712,445,362
39500,1141189789728712,475,370
39550,1141189789728712,572,394
39600,1141189789728712,585,409
39650,1141189789728712,553,437
39700,1141189789728712,561,434
39750,1141189789728712,544,451
39800,1141189789728712,598,502
39850,1141189789728712,598,529
39900,1141189789728712,705,562
39950,1141189789728712,724,566
40000,1141189789728712,696,533
40050,1141189789728712,736,559
40100,1141189789728712,664,505
40150,1141189789728712,915,671
40200,1141189789728712,746,626
40250,1141189789728712,859,634
40300,1141189789728712,665,548
40350,1141189789728712,665,520
40400,1141189789728712,711,603
40450,1141189789728712,667,565
40500,1141189789728712,623,492
40550,1141189789728712,677,471
40600,1141189789728712,590,433
40650,1141189789728712,582,504
40700,1141189789728712,545,426
40750,1141189789728712,571,476
40800,1141189789728712,580,470
40850,1141189789728712,568,467
40900,1141189789728712,513,395
40950,1141189789728712,449,374
41000,1141189789728712,389,337
41050,1141189789728712,359,304
41100,1141189789728712,224,197
41150,1141189789728712,82,65
41200,1141189789728712,72,33
41250,1141189789728712,43,25
41300,1141189789728712,51,35
41350,1141189789728712,13,7
41400,1141189789728712,42,33
41450,1141189789728712,12,7
37300,1187290888379768,347,263
37350,1187290888379768,347,263
37400,1187290888379768,307,251
37450,1187290888379768,338,251
37500,1187290888379768,366,261
37550,1187290888379768,365,294
37600,1187290888379768,391,308
37650,1187290888379768,394,306
37700,1187290888379768,434,303
37750,1187290888379768,431,356
37800,1187290888379768,435,340
37850,1187290888379768,454,321
37900,1187290888379768,505,373
37950,1187290888379768,566,412
38000,1187290888379768,560,424
38050,1187290888379768,528,465
38100,1187290888379768,622,508
38150,1187290888379768,592,532
38200,1187290888379768,629,569
38250,1187290888379768,730,630
38300,1187290888379768,709,589
38350,1187290888379768,779,687
38400,1187290888379768,754,675
38450,1187290888379768,815,742
38500,1187290888379768,953,813
38550,1187290888379768,981,798
38600,1187290888379768,1101,936
38650,1187290888379768,1156,992
38700,1187290888379768,1358,1105
38750,1187290888379768,1618,1362
38800,1187290888379768,1461,1362
38850,1187290888379768,1159,1000
38900,1187290888379768,1020,862
38950,1187290888379768,790,682
39000,1187290888379768,717,590
39050,1187290888379768,613,494
39100,1187290888379768,611,500
39150,1187290888379768,614,511
39200,1187290888379768,636,495
39250,1187290888379768,584,483
39300,1187290888379768,570,460
39350,1187290888379768,462,375
39400,1187290888379768,415,361
39450,1187290888379768,427,388
39500,1187290888379768,369,304
39550,1187290888379768,388,332
39600,1187290888379768,386,313
39650,1187290888379768,290,244
39700,1187290888379768,290,232
39750,1187290888379768,315,267
39800,1187290888379768,287,242
39850,1187290888379768,291,238
39900,1187290888379768,245,196
39950,1187290888379768,239,199
40000,1187290888379768,220,179
40050,1187290888379768,229,175
40100,1187290888379768,200,174
40150,1187290888379768,242,199
40200,1187290888379768,234,186
40250,1187290888379768,196,171
40300,1187290888379768,211,178
40350,1187290888379768,161,121
40400,1187290888379768,181,147
40450,1187290888379768,247,186
40500,1187290888379768,235,178
40550,1187290888379768,199,159
40600,1187290888379768,179,139
40650,1187290888379768,194,79
40700,1187290888379768,172,98
40750,1187290888379768,189,69
40800,1187290888379768,157,114
40850,1187290888379768,167,89
40900,1187290888379768,91,27
40950,1187290888379768,149,31
41000,1187290888379768,98,28
41050,1187290888379768,89,25
41100,1187290888379768,46,16
41150,1187290888379768,11,7
41200,1187290888379768,16,12
41250,1187290888379768,46,16
41300,1187290888379768,13,7
41350,1187290888379768,15,10
41400,1187290888379768,43,15
41450,1187290888379768,30,13
37300,1251671701896502,214,140
37350,1251671701896502,219,174
37400,1251671701896502,204,160
37450,1251671701896502,236,179
37500,1251671701896502,247,199
37550,1251671701896502,245,197
37600,1251671701896502,278,219
37650,1251671701896502,270,194
37700,1251671701896502,264,196
37750,1251671701896502,293,224
37800,1251671701896502,298,221
37850,1251671701896502,294,231
37900,1251671701896502,301,246
37950,1251671701896502,309,247
38000,1251671701896502,297,240
38050,1251671701896502,327,269
38100,1251671701896502,358,295
38150,1251671701896502,347,268
38200,1251671701896502,348,291
38250,1251671701896502,409,315
38300,1251671701896502,389,300
38350,1251671701896502,391,329
38400,1251671701896502,386,313
38450,1251671701896502,405,336
38500,1251671701896502,436,346
38550,1251671701896502,448,375
38600,1251671701896502,461,402
38650,1251671701896502,455,365
38700,1251671701896502,449,352
38750,1251671701896502,482,392
38800,1251671701896502,409,329
38850,1251671701896502,465,368
38900,1251671701896502,459,361
38950,1251671701896502,487,384
39000,1251671701896502,561,456
39050,1251671701896502,599,497
39100,1251671701896502,609,509
39150,1251671701896502,645,537
39200,1251671701896502,607,503
39250,1251671701896502,630,541
39300,1251671701896502,708,572
39350,1251671701896502,768,687
39400,1251671701896502,768,631
39450,1251671701896502,802,648
39500,1251671701896502,798,652
39550,1251671701896502,952,814
39600,1251671701896502,1050,789
39650,1251671701896502,921,710
39700,1251671701896502,966,662
39750,1251671701896502,1228,850
39800,1251671701896502,1475,1073
39850,1251671701896502,1448,1034
39900,1251671701896502,1127,982
39950,1251671701896502,877,672
40000,1251671701896502,715,636
40050,1251671701896502,691,549
40100,1251671701896502,578,532
40150,1251671701896502,624,503
40200,1251671701896502,524,473
40250,1251671701896502,517,439
40300,1251671701896502,462,409
40350,1251671701896502,413,328
40400,1251671701896502,424,338
40450,1251671701896502,397,339
40500,1251671701896502,329,282
40550,1251671701896502,279,239
40600,1251671701896502,222,165
40650,1251671701896502,223,156
40700,1251671701896502,166,142
40750,1251671701896502,247,202
40800,1251671701896502,185,153
40850,1251671701896502,253,196
40900,1251671701896502,245,191
40950,1251671701896502,198,152
41000,1251671701896502,217,165
41050,1251671701896502,247,173
41100,1251671701896502,144,99
41150,1251671701896502,15,11
41200,1251671701896502,38,16
41250,1251671701896502,49,20
41300,1251671701896502,29,14
41350,1251671701896502,0,0
41400,1251671701896502,0,0
41450,1251671701896502,0,0
37300,1289426271474196,326,200
37350,1289426271474196,307,192
37400,1289426271474196,351,220
37450,1289426271474196,366,243
37500,1289426271474196,382,227
37550,1289426271474196,423,260
37600,1289426271474196,419,268
37650,1289426271474196,378,252
37700,1289426271474196,484,259
37750,1289426271474196,460,263
37800,1289426271474196,476,279
37850,1289426271474196,456,267
37900,1289426271474196,422,223
37950,1289426271474196,480,262
38000,1289426271474196,358,253
38050,1289426271474196,487,294
38100,1289426271474196,363,284
38150,1289426271474196,371,277
38200,1289426271474196,365,275
38250,1289426271474196,328,257
38300,1289426271474196,405,263
38350,1289426271474196,310,202
38400,1289426271474196,300,227
38450,1289426271474196,320,237
38500,1289426271474196,348,247
38550,1289426271474196,296,218
38600,1289426271474196,338,228
38650,1289426271474196,278,198
38700,1289426271474196,418,229
38750,1289426271474196,313,204
38800,1289426271474196,182,87
38850,1289426271474196,294,150
38900,1289426271474196,304,187
38950,1289426271474196,306,177
39000,1289426271474196,276,205
39050,1289426271474196,298,221
39100,1289426271474196,271,190
39150,1289426271474196,267,194
39200,1289426271474196,289,217
39250,1289426271474196,314,199
39300,1289426271474196,327,227
39350,1289426271474196,302,175
39400,1289426271474196,291,199
39450,1289426271474196,331,235
39500,1289426271474196,352,244
39550,1289426271474196,313,202
39600,1289426271474196,319,220
39650,1289426271474196,252,159
39700,1289426271474196,232,142
39750,1289426271474196,260,141
39800,1289426271474196,287,229
39850,1289426271474196,339,251
39900,1289426271474196,260,165
39950,1289426271474196,252,163
40000,1289426271474196,237,127
40050,1289426271474196,248,45
40100,1289426271474196,212,57
40150,1289426271474196,275,163
40200,1289426271474196,254,136
40250,1289426271474196,314,62
40300,1289426271474196,205,47
40350,1289426271474196,101,29
40400,1289426271474196,40,15
40450,1289426271474196,126,28
40500,1289426271474196,93,27
40550,1289426271474196,85,24
40600,1289426271474196,68,21
40650,1289426271474196,68,21
40700,1289426271474196,55,17
40750,1289426271474196,62,23
40800,1289426271474196,51,23
40850,1289426271474196,62,18
40900,1289426271474196,75,24
40950,1289426271474196,61,23
41000,1289426271474196,31,14
41050,1289426271474196,34,14
41100,1289426271474196,13,7
41150,1289426271474196,25,11
41200,1289426271474196,64,19
41250,1289426271474196,25,14
41300,1289426271474196,22,10
41350,1289426271474196,45,18
41400,1289426271474196,0,0
41450,1289426271474196,10,7
7781,1368405473535383,28,12
7786,1368405473535383,49,14
7791,1368405473535383,48,16
7796,1368405473535383,30,13
7801,1368405473535383,41,15
7806,1368405473535383,54,19
7811,1368405473535383,117,73
7816,1368405473535383,233,183
7821,1368405473535383,195,159
23861,1368405473535383,37,24
23866,1368405473535383,56,21
23871,1368405473535383,69,22
23876,1368405473535383,78,21
23881,1368405473535383,38,18
2531,1368405473535383,511,275
2536,1368405473535383,264,85
2541,1368405473535383,206,69
2546,1368405473535383,445,344
2551,1368405473535383,247,87
2556,1368405473535383,118,33
2561,1368405473535383,483,237
2566,1368405473535383,403,155
2571,1368405473535383,364,140
2576,1368405473535383,205,71
2581,1368405473535383,438,284
2586,1368405473535383,102,32
2591,1368405473535383,509,338
2596,1368405473535383,230,60
37300,1383499185356967,263,176
37350,1383499185356967,236,158
37400,1383499185356967,254,157
37450,1383499185356967,319,193
37500,1383499185356967,331,204
37550,1383499185356967,344,207
37600,1383499185356967,338,220
37650,1383499185356967,350,212
37700,1383499185356967,392,242
37750,1383499185356967,360,228
37800,1383499185356967,352,206
37850,1383499185356967,327,225
37900,1383499185356967,321,193
37950,1383499185356967,399,239
38000,1383499185356967,413,223
38050,1383499185356967,386,228
38100,1383499185356967,455,264
38150,1383499185356967,436,288
38200,1383499185356967,401,272
38250,1383499185356967,409,300
38300,1383499185356967,416,293
38350,1383499185356967,355,285
38400,1383499185356967,345,232
38450,1383499185356967,422,278
38500,1383499185356967,389,255
38550,1383499185356967,383,253
38600,1383499185356967,329,221
38650,1383499185356967,379,264
38700,1383499185356967,317,203
38750,1383499185356967,382,261
38800,1383499185356967,388,230
38850,1383499185356967,326,203
38900,1383499185356967,356,210
38950,1383499185356967,339,207
39000,1383499185356967,312,223
39050,1383499185356967,299,205
39100,1383499185356967,290,209
39150,1383499185356967,274,193
39200,1383499185356967,291,199
39250,1383499185356967,318,240
39300,1383499185356967,313,242
39350,1383499185356967,299,224
39400,1383499185356967,299,193
39450,1383499185356967,291,220
39500,1383499185356967,249,177
39550,1383499185356967,297,213
39600,1383499185356967,335,233
39650,1383499185356967,251,178
39700,1383499185356967,262,188
39750,1383499185356967,268,180
39800,1383499185356967,255,179
39850,1383499185356967,317,195
39900,1383499185356967,243,167
39950,1383499185356967,228,164
40000,1383499185356967,233,159
40050,1383499185356967,228,159
40100,1383499185356967,188,131
40150,1383499185356967,215,146
40200,1383499185356967,234,159
40250,1383499185356967,196,130
40300,1383499185356967,197,124
40350,1383499185356967,114,23
40400,1383499185356967,180,36
40450,1383499185356967,108,22
40500,1383499185356967,75,19
40550,1383499185356967,77,20
40600,1383499185356967,72,24
40650,1383499185356967,77,22
40700,1383499185356967,68,25
40750,1383499185356967,57,24
40800,1383499185356967,102,27
40850,1383499185356967,106,30
40900,1383499185356967,64,23
40950,1383499185356967,19,12
41000,1383499185356967,39,15
41050,1383499185356967,50,18
41100,1383499185356967,14,8
41150,1383499185356967,10,7
41200,1383499185356967,34,13
41250,1383499185356967,19,11
41300,1383499185356967,15,9
41350,1383499185356967,0,0
41400,1383499185356967,0,0
41450,1383499185356967,0,0
37300,1385441325146397,259,165
37350,1385441325146397,250,185
37400,1385441325146397,258,195
37450,1385441325146397,254,210
37500,1385441325146397,335,220
37550,1385441325146397,336,265
37600,1385441325146397,312,251
37650,1385441325146397,326,238
37700,1385441325146397,379,271
37750,1385441325146397,368,284
37800,1385441325146397,400,323
37850,1385441325146397,435,321
37900,1385441325146397,367,260
37950,1385441325146397,457,342
38000,1385441325146397,393,282
38050,1385441325146397,497,360
38100,1385441325146397,464,393
38150,1385441325146397,488,332
38200,1385441325146397,567,472
38250,1385441325146397,591,486
38300,1385441325146397,613,516
38350,1385441325146397,621,508
38400,1385441325146397,600,512
38450,1385441325146397,672,542
38500,1385441325146397,702,589
38550,1385441325146397,743,688
38600,1385441325146397,755,618
38650,1385441325146397,738,540
38700,1385441325146397,783,612
38750,1385441325146397,910,805
38800,1385441325146397,818,670
38850,1385441325146397,1054,903
38900,1385441325146397,1174,977
38950,1385441325146397,1421,1185
39000,1385441325146397,1868,1549
39050,1385441325146397,1411,1096
39100,1385441325146397,1083,767
39150,1385441325146397,953,804
39200,1385441325146397,850,687
39250,1385441325146397,780,594
39300,1385441325146397,686,591
39350,1385441325146397,586,505
39400,1385441325146397,522,461
39450,1385441325146397,514,462
39500,1385441325146397,436,348
39550,1385441325146397,510,431
39600,1385441325146397,448,412
39650,1385441325146397,339,277
39700,1385441325146397,356,277
39750,1385441325146397,363,319
39800,1385441325146397,371,308
39850,1385441325146397,394,336
39900,1385441325146397,292,264
39950,1385441325146397,299,257
40000,1385441325146397,283,250
40050,1385441325146397,271,251
40100,1385441325146397,207,160
40150,1385441325146397,290,227
40200,1385441325146397,264,212
40250,1385441325146397,217,175
40300,1385441325146397,261,235
40350,1385441325146397,275,238
40400,1385441325146397,270,217
40450,1385441325146397,285,222
