anchor_idx,query_idx,num_matches,num_inliers,anchor_range
8090,8720,507,459,"(8000, 8700)"
8060,8720,563,438,"(8000, 8700)"
8080,8720,538,435,"(8000, 8700)"
8030,8740,1673,1659,"(8000, 8700)"
8020,8740,1226,1163,"(8000, 8700)"
8040,8740,1172,1141,"(8000, 8700)"
8050,8740,971,937,"(8000, 8700)"
8010,8740,1010,892,"(8000, 8700)"
8000,8740,907,862,"(8000, 8700)"
8060,8740,830,696,"(8000, 8700)"
8080,8740,708,645,"(8000, 8700)"
8070,8740,770,642,"(8000, 8700)"
8090,8740,617,547,"(8000, 8700)"
8050,8760,1413,1382,"(8000, 8700)"
8040,8760,1388,1172,"(8000, 8700)"
8060,8760,1054,978,"(8000, 8700)"
8030,8760,1050,937,"(8000, 8700)"
8070,8760,892,836,"(8000, 8700)"
8010,8760,812,786,"(8000, 8700)"
8080,8760,786,721,"(8000, 8700)"
8020,8760,910,697,"(8000, 8700)"
8000,8760,764,668,"(8000, 8700)"
8090,8760,735,644,"(8000, 8700)"
8060,8780,1881,1782,"(8000, 8700)"
8070,8780,1206,1095,"(8000, 8700)"
8050,8780,1203,1066,"(8000, 8700)"
8080,8780,944,818,"(8000, 8700)"
8040,8780,951,793,"(8000, 8700)"
8030,8780,866,784,"(8000, 8700)"
8090,8780,794,685,"(8000, 8700)"
8020,8780,813,682,"(8000, 8700)"
8100,8780,797,651,"(8000, 8700)"
8010,8780,713,590,"(8000, 8700)"
8080,8800,1499,1476,"(8000, 8700)"
8070,8800,1403,1273,"(8000, 8700)"
8060,8800,1024,992,"(8000, 8700)"
8090,8800,1071,959,"(8000, 8700)"
8100,8800,937,887,"(8000, 8700)"
8050,8800,886,845,"(8000, 8700)"
8040,8800,796,741,"(8000, 8700)"
8110,8800,830,706,"(8000, 8700)"
8030,8800,732,663,"(8000, 8700)"
8120,8800,776,633,"(8000, 8700)"
8090,8820,1781,1678,"(8000, 8700)"
8100,8820,1217,1117,"(8000, 8700)"
8080,8820,1176,1020,"(8000, 8700)"
8070,8820,972,955,"(8000, 8700)"
8110,8820,1029,934,"(8000, 8700)"
8120,8820,915,841,"(8000, 8700)"
8060,8820,806,716,"(8000, 8700)"
8140,8820,730,692,"(8000, 8700)"
8130,8820,771,652,"(8000, 8700)"
8050,8820,755,623,"(8000, 8700)"
8110,8840,1498,1482,"(8000, 8700)"
8100,8840,1466,1272,"(8000, 8700)"
8120,8840,1104,1016,"(8000, 8700)"
8090,8840,1107,1010,"(8000, 8700)"
8080,8840,1042,811,"(8000, 8700)"
8130,8840,908,803,"(8000, 8700)"
8070,8840,869,751,"(8000, 8700)"
8140,8840,807,749,"(8000, 8700)"
8060,8840,752,638,"(8000, 8700)"
8150,8840,691,628,"(8000, 8700)"
8120,8860,1717,1587,"(8000, 8700)"
8110,8860,1290,1277,"(8000, 8700)"
8130,8860,1155,1098,"(8000, 8700)"
8100,8860,1115,939,"(8000, 8700)"
8140,8860,933,864,"(8000, 8700)"
8090,8860,994,863,"(8000, 8700)"
8070,8860,743,693,"(8000, 8700)"
8080,8860,850,669,"(8000, 8700)"
8150,8860,821,663,"(8000, 8700)"
8160,8860,736,652,"(8000, 8700)"
8130,8880,1890,1693,"(8000, 8700)"
8140,8880,1216,1184,"(8000, 8700)"
8120,8880,1221,1182,"(8000, 8700)"
8110,8880,991,942,"(8000, 8700)"
8150,8880,976,836,"(8000, 8700)"
8100,8880,865,798,"(8000, 8700)"
8160,8880,871,771,"(8000, 8700)"
8090,8880,794,696,"(8000, 8700)"
8170,8880,771,628,"(8000, 8700)"
8080,8880,712,606,"(8000, 8700)"
8140,8900,1674,1652,"(8000, 8700)"
8150,8900,1307,1280,"(8000, 8700)"
8130,8900,1171,1085,"(8000, 8700)"
8160,8900,1011,930,"(8000, 8700)"
8120,8900,992,906,"(8000, 8700)"
8170,8900,912,772,"(8000, 8700)"
8110,8900,863,747,"(8000, 8700)"
8180,8900,768,699,"(8000, 8700)"
8100,8900,753,678,"(8000, 8700)"
8200,8900,669,644,"(8000, 8700)"
8150,8920,1572,1451,"(8000, 8700)"
8160,8920,1369,1308,"(8000, 8700)"
8140,8920,1144,1062,"(8000, 8700)"
8170,8920,1066,1030,"(8000, 8700)"
8130,8920,965,924,"(8000, 8700)"
8180,8920,919,791,"(8000, 8700)"
8120,8920,869,766,"(8000, 8700)"
8110,8920,780,699,"(8000, 8700)"
8190,8920,805,676,"(8000, 8700)"
8090,8920,654,606,"(8000, 8700)"
8170,8940,1501,1464,"(8000, 8700)"
8160,8940,1492,1444,"(8000, 8700)"
8180,8940,1103,1005,"(8000, 8700)"
8150,8940,1086,985,"(8000, 8700)"
8190,8940,935,891,"(8000, 8700)"
8140,8940,924,793,"(8000, 8700)"
8200,8940,855,760,"(8000, 8700)"
8210,8940,804,757,"(8000, 8700)"
8130,8940,809,710,"(8000, 8700)"
8220,8940,734,664,"(8000, 8700)"
8180,8960,1669,1455,"(8000, 8700)"
8170,8960,1384,1287,"(8000, 8700)"
8190,8960,1167,1078,"(8000, 8700)"
8160,8960,1091,1012,"(8000, 8700)"
8200,8960,1032,987,"(8000, 8700)"
8210,8960,940,834,"(8000, 8700)"
8220,8960,848,816,"(8000, 8700)"
8150,8960,922,791,"(8000, 8700)"
8230,8960,809,732,"(8000, 8700)"
8240,8960,773,686,"(8000, 8700)"
8190,8980,1718,1502,"(8000, 8700)"
8200,8980,1363,1301,"(8000, 8700)"
8180,8980,1295,1185,"(8000, 8700)"
8210,8980,1162,1071,"(8000, 8700)"
8220,8980,1002,957,"(8000, 8700)"
8170,8980,1068,931,"(8000, 8700)"
8240,8980,872,818,"(8000, 8700)"
8230,8980,919,812,"(8000, 8700)"
8160,8980,918,779,"(8000, 8700)"
8150,8980,810,698,"(8000, 8700)"
8210,9000,1589,1583,"(8000, 8700)"
8200,9000,1578,1569,"(8000, 8700)"
8190,9000,1295,1282,"(8000, 8700)"
8220,9000,1297,1184,"(8000, 8700)"
8230,9000,1109,1045,"(8000, 8700)"
8180,9000,1055,1000,"(8000, 8700)"
8240,9000,1035,986,"(8000, 8700)"
8170,9000,902,829,"(8000, 8700)"
8250,9000,904,817,"(8000, 8700)"
8260,9000,804,762,"(8000, 8700)"
8220,9020,1524,1363,"(8000, 8700)"
8230,9020,1445,1262,"(8000, 8700)"
8210,9020,1266,1214,"(8000, 8700)"
8240,9020,1282,1059,"(8000, 8700)"
8200,9020,1086,979,"(8000, 8700)"
8250,9020,1145,978,"(8000, 8700)"
8190,9020,952,893,"(8000, 8700)"
8260,9020,945,893,"(8000, 8700)"
8180,9020,817,761,"(8000, 8700)"
8170,9020,749,698,"(8000, 8700)"
8260,9040,1414,1306,"(8000, 8700)"
8250,9040,1392,1259,"(8000, 8700)"
8240,9040,1395,1258,"(8000, 8700)"
8230,9040,1164,1136,"(8000, 8700)"
8270,9040,1035,1005,"(8000, 8700)"
8220,9040,966,951,"(8000, 8700)"
8210,9040,936,906,"(8000, 8700)"
8200,9040,794,747,"(8000, 8700)"
8190,9040,741,711,"(8000, 8700)"
8180,9040,640,627,"(8000, 8700)"
8270,9060,1541,1455,"(8000, 8700)"
8280,9060,1418,1298,"(8000, 8700)"
8260,9060,1099,996,"(8000, 8700)"
8290,9060,917,828,"(8000, 8700)"
8250,9060,758,741,"(8000, 8700)"
8240,9060,579,522,"(8000, 8700)"
8230,9060,474,438,"(8000, 8700)"
8300,9060,461,415,"(8000, 8700)"
8220,9060,413,359,"(8000, 8700)"
8200,9060,340,325,"(8000, 8700)"
8290,9080,1604,1502,"(8000, 8700)"
8300,9080,1527,1433,"(8000, 8700)"
8280,9080,972,963,"(8000, 8700)"
8310,9080,901,846,"(8000, 8700)"
8270,9080,555,478,"(8000, 8700)"
8320,9080,350,336,"(8000, 8700)"
8260,9080,174,168,"(8000, 8700)"
8040,9080,141,116,"(8000, 8700)"
8010,9080,153,114,"(8000, 8700)"
8050,9080,123,108,"(8000, 8700)"
8310,9100,1580,1532,"(8000, 8700)"
8320,9100,1432,1381,"(8000, 8700)"
8300,9100,1022,997,"(8000, 8700)"
8330,9100,787,699,"(8000, 8700)"
8290,9100,563,527,"(8000, 8700)"
8340,9100,261,228,"(8000, 8700)"
8280,9100,115,113,"(8000, 8700)"
8060,9100,51,45,"(8000, 8700)"
8520,9100,94,38,"(8000, 8700)"
8680,9100,66,34,"(8000, 8700)"
8340,9120,1585,1462,"(8000, 8700)"
8330,9120,1473,1353,"(8000, 8700)"
8320,9120,840,794,"(8000, 8700)"
8350,9120,920,738,"(8000, 8700)"
8360,9120,492,427,"(8000, 8700)"
8310,9120,386,364,"(8000, 8700)"
8370,9120,324,295,"(8000, 8700)"
8380,9120,164,150,"(8000, 8700)"
8390,9120,125,98,"(8000, 8700)"
8420,9120,85,70,"(8000, 8700)"
8350,9140,1491,1491,"(8000, 8700)"
8360,9140,1296,1291,"(8000, 8700)"
8340,9140,1019,1005,"(8000, 8700)"
8370,9140,961,935,"(8000, 8700)"
8380,9140,726,703,"(8000, 8700)"
8390,9140,621,595,"(8000, 8700)"
8330,9140,595,549,"(8000, 8700)"
8400,9140,523,437,"(8000, 8700)"
8410,9140,485,413,"(8000, 8700)"
8430,9140,427,381,"(8000, 8700)"
8370,9160,1499,1252,"(8000, 8700)"
8360,9160,1079,1054,"(8000, 8700)"
8380,9160,1261,1046,"(8000, 8700)"
8390,9160,960,898,"(8000, 8700)"
8400,9160,829,810,"(8000, 8700)"
8350,9160,897,782,"(8000, 8700)"
8410,9160,643,609,"(8000, 8700)"
8420,9160,623,582,"(8000, 8700)"
8340,9160,613,518,"(8000, 8700)"
8430,9160,565,500,"(8000, 8700)"
8390,9180,1532,1463,"(8000, 8700)"
8400,9180,1205,1163,"(8000, 8700)"
8380,9180,1080,1053,"(8000, 8700)"
8410,9180,870,849,"(8000, 8700)"
8370,9180,870,812,"(8000, 8700)"
8420,9180,775,758,"(8000, 8700)"
8360,9180,742,726,"(8000, 8700)"
8430,9180,653,534,"(8000, 8700)"
8350,9180,552,495,"(8000, 8700)"
8440,9180,591,480,"(8000, 8700)"
8410,9200,1689,1549,"(8000, 8700)"
8420,9200,1088,994,"(8000, 8700)"
8400,9200,1045,876,"(8000, 8700)"
8430,9200,863,774,"(8000, 8700)"
8390,9200,835,732,"(8000, 8700)"
8440,9200,744,693,"(8000, 8700)"
8380,9200,715,664,"(8000, 8700)"
8370,9200,623,584,"(8000, 8700)"
8450,9200,629,582,"(8000, 8700)"
8360,9200,565,519,"(8000, 8700)"
8430,9220,1776,1712,"(8000, 8700)"
8420,9220,1056,1053,"(8000, 8700)"
8440,9220,1124,955,"(8000, 8700)"
8450,9220,835,822,"(8000, 8700)"
8410,9220,848,808,"(8000, 8700)"
8400,9220,747,696,"(8000, 8700)"
8390,9220,643,572,"(8000, 8700)"
8460,9220,680,566,"(8000, 8700)"
8470,9220,589,564,"(8000, 8700)"
8370,9220,567,505,"(8000, 8700)"
8450,9240,1728,1580,"(8000, 8700)"
8440,9240,1123,1116,"(8000, 8700)"
8460,9240,1081,1025,"(8000, 8700)"
8470,9240,837,823,"(8000, 8700)"
8430,9240,846,807,"(8000, 8700)"
8420,9240,720,614,"(8000, 8700)"
8410,9240,644,596,"(8000, 8700)"
8480,9240,683,589,"(8000, 8700)"
8490,9240,604,540,"(8000, 8700)"
8500,9240,558,526,"(8000, 8700)"
8470,9260,1760,1523,"(8000, 8700)"
8480,9260,1103,1001,"(8000, 8700)"
8460,9260,1100,999,"(8000, 8700)"
8450,9260,877,861,"(8000, 8700)"
8490,9260,870,828,"(8000, 8700)"
8500,9260,723,700,"(8000, 8700)"
8440,9260,716,692,"(8000, 8700)"
8510,9260,610,582,"(8000, 8700)"
8430,9260,614,571,"(8000, 8700)"
8420,9260,567,507,"(8000, 8700)"
8490,9280,1781,1705,"(8000, 8700)"
8480,9280,1174,1085,"(8000, 8700)"
8500,9280,1063,1054,"(8000, 8700)"
8470,9280,884,815,"(8000, 8700)"
8510,9280,844,809,"(8000, 8700)"
8520,9280,746,727,"(8000, 8700)"
8460,9280,721,672,"(8000, 8700)"
8450,9280,637,616,"(8000, 8700)"
8530,9280,640,595,"(8000, 8700)"
8540,9280,606,532,"(8000, 8700)"
8510,9300,1810,1790,"(8000, 8700)"
8520,9300,1184,1081,"(8000, 8700)"
8500,9300,1168,958,"(8000, 8700)"
8490,9300,847,818,"(8000, 8700)"
8530,9300,920,797,"(8000, 8700)"
8540,9300,807,763,"(8000, 8700)"
8550,9300,744,678,"(8000, 8700)"
8480,9300,691,656,"(8000, 8700)"
8560,9300,675,636,"(8000, 8700)"
8570,9300,625,610,"(8000, 8700)"
8530,9320,1881,1708,"(8000, 8700)"
8540,9320,1214,1208,"(8000, 8700)"
8520,9320,1193,1173,"(8000, 8700)"
8550,9320,1047,977,"(8000, 8700)"
8560,9320,920,857,"(8000, 8700)"
8510,9320,906,773,"(8000, 8700)"
8580,9320,762,717,"(8000, 8700)"
8500,9320,784,716,"(8000, 8700)"
8570,9320,795,713,"(8000, 8700)"
8600,9320,743,677,"(8000, 8700)"
8550,9340,1831,1689,"(8000, 8700)"
8560,9340,1397,1393,"(8000, 8700)"
8540,9340,1314,1225,"(8000, 8700)"
8570,9340,1171,1148,"(8000, 8700)"
8580,9340,1100,1005,"(8000, 8700)"
8590,9340,1011,943,"(8000, 8700)"
8530,9340,1028,936,"(8000, 8700)"
8520,9340,872,790,"(8000, 8700)"
8600,9340,926,787,"(8000, 8700)"
8510,9340,736,702,"(8000, 8700)"
8570,9360,1864,1797,"(8000, 8700)"
8580,9360,1502,1363,"(8000, 8700)"
8560,9360,1401,1199,"(8000, 8700)"
8600,9360,1256,1139,"(8000, 8700)"
8590,9360,1286,1093,"(8000, 8700)"
8550,9360,1159,987,"(8000, 8700)"
8540,9360,974,937,"(8000, 8700)"
8610,9360,910,801,"(8000, 8700)"
8530,9360,802,779,"(8000, 8700)"
8520,9360,707,581,"(8000, 8700)"
8590,9380,1890,1805,"(8000, 8700)"
8600,9380,1433,1345,"(8000, 8700)"
8580,9380,1480,1296,"(8000, 8700)"
8570,9380,1283,1245,"(8000, 8700)"
8610,9380,1148,1138,"(8000, 8700)"
8560,9380,1108,1064,"(8000, 8700)"
8550,9380,1040,952,"(8000, 8700)"
8620,9380,860,840,"(8000, 8700)"
8540,9380,871,820,"(8000, 8700)"
8530,9380,748,676,"(8000, 8700)"
8610,9400,1801,1789,"(8000, 8700)"
8600,9400,1410,1384,"(8000, 8700)"
8620,9400,1308,1294,"(8000, 8700)"
8590,9400,1175,1108,"(8000, 8700)"
8580,9400,1060,1043,"(8000, 8700)"
8630,9400,941,926,"(8000, 8700)"
8570,9400,961,866,"(8000, 8700)"
8560,9400,804,761,"(8000, 8700)"
8550,9400,822,658,"(8000, 8700)"
8540,9400,713,602,"(8000, 8700)"
8630,9420,1752,1621,"(8000, 8700)"
8640,9420,1359,1274,"(8000, 8700)"
8620,9420,1344,1177,"(8000, 8700)"
8610,9420,956,932,"(8000, 8700)"
8650,9420,943,923,"(8000, 8700)"
8600,9420,653,606,"(8000, 8700)"
8660,9420,588,577,"(8000, 8700)"
8590,9420,535,441,"(8000, 8700)"
8580,9420,452,400,"(8000, 8700)"
8560,9420,369,304,"(8000, 8700)"
8650,9440,1729,1579,"(8000, 8700)"
8660,9440,1503,1339,"(8000, 8700)"
8640,9440,1143,934,"(8000, 8700)"
8670,9440,1007,886,"(8000, 8700)"
8630,9440,813,776,"(8000, 8700)"
8680,9440,690,668,"(8000, 8700)"
8620,9440,496,418,"(8000, 8700)"
8690,9440,322,288,"(8000, 8700)"
8610,9440,197,184,"(8000, 8700)"
8440,9440,101,95,"(8000, 8700)"
8670,9460,1614,1581,"(8000, 8700)"
8680,9460,1399,1351,"(8000, 8700)"
8660,9460,1167,1150,"(8000, 8700)"
8690,9460,820,740,"(8000, 8700)"
8650,9460,784,693,"(8000, 8700)"
8640,9460,476,398,"(8000, 8700)"
8630,9460,233,194,"(8000, 8700)"
8490,9460,181,48,"(8000, 8700)"
8150,9460,94,46,"(8000, 8700)"
8500,9460,173,46,"(8000, 8700)"
8680,9480,1112,1028,"(8000, 8700)"
8670,9480,1001,886,"(8000, 8700)"
8690,9480,889,864,"(8000, 8700)"
8660,9480,774,645,"(8000, 8700)"
8650,9480,557,432,"(8000, 8700)"
8640,9480,275,241,"(8000, 8700)"
8630,9480,71,58,"(8000, 8700)"
8150,9480,152,54,"(8000, 8700)"
8190,9480,141,50,"(8000, 8700)"
8170,9480,146,45,"(8000, 8700)"
810,11300,612,520,"(610, 1000)"
820,11300,582,520,"(610, 1000)"
800,11300,599,406,"(610, 1000)"
790,11300,587,377,"(610, 1000)"
730,11300,610,350,"(610, 1000)"
760,11300,527,305,"(610, 1000)"
770,11300,455,291,"(610, 1000)"
780,11300,523,284,"(610, 1000)"
740,11300,490,268,"(610, 1000)"
720,11300,441,261,"(610, 1000)"
800,11320,526,479,"(610, 1000)"
790,11320,599,469,"(610, 1000)"
780,11320,614,455,"(610, 1000)"
730,11320,661,381,"(610, 1000)"
760,11320,598,340,"(610, 1000)"
750,11320,597,334,"(610, 1000)"
770,11320,498,332,"(610, 1000)"
740,11320,564,324,"(610, 1000)"
720,11320,500,310,"(610, 1000)"
700,11320,475,278,"(610, 1000)"
760,11340,690,460,"(610, 1000)"
750,11340,701,434,"(610, 1000)"
770,11340,596,430,"(610, 1000)"
780,11340,509,416,"(610, 1000)"
740,11340,669,413,"(610, 1000)"
730,11340,686,405,"(610, 1000)"
720,11340,597,361,"(610, 1000)"
710,11340,567,355,"(610, 1000)"
700,11340,551,316,"(610, 1000)"
790,11340,338,289,"(610, 1000)"
730,11360,743,505,"(610, 1000)"
740,11360,648,492,"(610, 1000)"
750,11360,676,467,"(610, 1000)"
760,11360,536,424,"(610, 1000)"
720,11360,649,422,"(610, 1000)"
710,11360,631,404,"(610, 1000)"
690,11360,621,343,"(610, 1000)"
700,11360,577,331,"(610, 1000)"
680,11360,525,301,"(610, 1000)"
670,11360,492,266,"(610, 1000)"
720,11380,679,469,"(610, 1000)"
700,11380,678,465,"(610, 1000)"
710,11380,669,442,"(610, 1000)"
690,11380,659,424,"(610, 1000)"
730,11380,581,315,"(610, 1000)"
680,11380,537,289,"(610, 1000)"
670,11380,442,234,"(610, 1000)"
640,11380,390,208,"(610, 1000)"
