anchor_idx,query_idx,num_matches,num_inliers,anchor_range
5030,6280,399,232,"(4600, 5390)"
5000,6300,578,426,"(4600, 5390)"
4990,6300,575,378,"(4600, 5390)"
5010,6300,413,310,"(4600, 5390)"
4960,6320,632,410,"(4600, 5390)"
4950,6320,574,398,"(4600, 5390)"
4940,6320,545,346,"(4600, 5390)"
4910,6340,645,425,"(4600, 5390)"
4920,6340,623,368,"(4600, 5390)"
4940,6340,485,320,"(4600, 5390)"
4920,6360,376,303,"(4600, 5390)"
4900,6360,449,280,"(4600, 5390)"
4910,6360,416,237,"(4600, 5390)"
4860,6380,389,235,"(4600, 5390)"
4850,6380,327,208,"(4600, 5390)"
4840,6380,257,168,"(4600, 5390)"
4750,6400,273,232,"(4600, 5390)"
4690,6400,354,224,"(4600, 5390)"
4730,6400,334,224,"(4600, 5390)"
4710,6420,352,283,"(4600, 5390)"
4720,6420,368,261,"(4600, 5390)"
4730,6420,332,243,"(4600, 5390)"
4720,6440,382,282,"(4600, 5390)"
4730,6440,404,277,"(4600, 5390)"
4710,6440,364,259,"(4600, 5390)"
4730,6460,430,286,"(4600, 5390)"
4690,6460,373,256,"(4600, 5390)"
4720,6460,379,256,"(4600, 5390)"
4730,6480,384,268,"(4600, 5390)"
4720,6480,391,266,"(4600, 5390)"
4750,6480,344,254,"(4600, 5390)"
4720,6500,405,281,"(4600, 5390)"
4730,6500,368,272,"(4600, 5390)"
4690,6500,370,248,"(4600, 5390)"
4720,6520,353,244,"(4600, 5390)"
4730,6520,336,244,"(4600, 5390)"
4750,6520,297,236,"(4600, 5390)"
4740,6540,445,275,"(4600, 5390)"
4690,6540,360,269,"(4600, 5390)"
4710,6540,386,264,"(4600, 5390)"
4730,6560,366,265,"(4600, 5390)"
4750,6560,337,259,"(4600, 5390)"
4720,6560,379,245,"(4600, 5390)"
4730,6580,377,287,"(4600, 5390)"
4720,6580,399,276,"(4600, 5390)"
4750,6580,325,258,"(4600, 5390)"
4730,6600,417,317,"(4600, 5390)"
4720,6600,408,296,"(4600, 5390)"
4690,6600,394,290,"(4600, 5390)"
4720,6620,415,275,"(4600, 5390)"
4730,6620,374,273,"(4600, 5390)"
4620,6620,359,251,"(4600, 5390)"
4750,6640,331,253,"(4600, 5390)"
4730,6640,349,250,"(4600, 5390)"
4760,6640,317,250,"(4600, 5390)"
4730,6660,362,257,"(4600, 5390)"
4720,6660,386,250,"(4600, 5390)"
4680,6660,364,243,"(4600, 5390)"
4730,6680,375,269,"(4600, 5390)"
4690,6680,379,258,"(4600, 5390)"
4720,6680,339,235,"(4600, 5390)"
4750,6700,349,262,"(4600, 5390)"
4730,6700,373,260,"(4600, 5390)"
4720,6700,380,251,"(4600, 5390)"
4730,6720,410,288,"(4600, 5390)"
4720,6720,407,273,"(4600, 5390)"
4690,6720,367,262,"(4600, 5390)"
4730,6740,354,262,"(4600, 5390)"
4720,6740,352,254,"(4600, 5390)"
4750,6740,329,250,"(4600, 5390)"
4730,6760,383,265,"(4600, 5390)"
4720,6760,358,227,"(4600, 5390)"
4690,6760,335,222,"(4600, 5390)"
4750,6780,377,298,"(4600, 5390)"
4720,6780,409,280,"(4600, 5390)"
4690,6780,392,272,"(4600, 5390)"
4720,6800,405,272,"(4600, 5390)"
4690,6800,364,266,"(4600, 5390)"
4730,6800,350,256,"(4600, 5390)"
4720,6820,417,285,"(4600, 5390)"
4730,6820,376,265,"(4600, 5390)"
4680,6820,367,253,"(4600, 5390)"
4730,6840,398,274,"(4600, 5390)"
4720,6840,371,266,"(4600, 5390)"
4690,6840,393,259,"(4600, 5390)"
4720,6860,420,307,"(4600, 5390)"
4730,6860,383,261,"(4600, 5390)"
4760,6860,299,254,"(4600, 5390)"
4720,6880,404,292,"(4600, 5390)"
4730,6880,384,288,"(4600, 5390)"
4750,6880,357,257,"(4600, 5390)"
4720,6900,424,268,"(4600, 5390)"
4730,6900,383,268,"(4600, 5390)"
4690,6900,356,262,"(4600, 5390)"
4720,6920,391,273,"(4600, 5390)"
4730,6920,374,259,"(4600, 5390)"
4690,6920,344,243,"(4600, 5390)"
4690,6940,355,265,"(4600, 5390)"
4730,6940,376,257,"(4600, 5390)"
4720,6940,384,253,"(4600, 5390)"
4730,6960,373,274,"(4600, 5390)"
4720,6960,370,256,"(4600, 5390)"
4690,6960,372,252,"(4600, 5390)"
4690,6980,361,275,"(4600, 5390)"
4720,6980,392,266,"(4600, 5390)"
4730,6980,340,245,"(4600, 5390)"
4730,7000,383,279,"(4600, 5390)"
4720,7000,407,276,"(4600, 5390)"
4750,7000,380,254,"(4600, 5390)"
4690,7020,369,271,"(4600, 5390)"
4730,7020,347,247,"(4600, 5390)"
4740,7020,362,245,"(4600, 5390)"
4720,7040,380,246,"(4600, 5390)"
4690,7040,365,239,"(4600, 5390)"
4730,7040,340,238,"(4600, 5390)"
4730,7060,375,268,"(4600, 5390)"
4720,7060,375,264,"(4600, 5390)"
4690,7060,354,238,"(4600, 5390)"
4730,7080,405,296,"(4600, 5390)"
4690,7080,367,264,"(4600, 5390)"
4720,7080,369,264,"(4600, 5390)"
4720,7100,384,270,"(4600, 5390)"
4730,7100,355,261,"(4600, 5390)"
4690,7100,368,247,"(4600, 5390)"
4730,7120,376,298,"(4600, 5390)"
4720,7120,384,276,"(4600, 5390)"
4690,7120,368,259,"(4600, 5390)"
4730,7140,401,283,"(4600, 5390)"
4750,7140,341,266,"(4600, 5390)"
4720,7140,393,254,"(4600, 5390)"
4690,7160,378,282,"(4600, 5390)"
4730,7160,387,280,"(4600, 5390)"
4720,7160,394,275,"(4600, 5390)"
4730,7180,373,287,"(4600, 5390)"
4690,7180,376,270,"(4600, 5390)"
4720,7180,371,242,"(4600, 5390)"
4720,7200,407,284,"(4600, 5390)"
4730,7200,393,281,"(4600, 5390)"
4690,7200,336,244,"(4600, 5390)"
4730,7220,409,291,"(4600, 5390)"
4720,7220,395,266,"(4600, 5390)"
4690,7220,361,254,"(4600, 5390)"
4730,7240,358,259,"(4600, 5390)"
4690,7240,367,258,"(4600, 5390)"
4720,7240,369,254,"(4600, 5390)"
4720,7260,367,258,"(4600, 5390)"
4730,7260,345,248,"(4600, 5390)"
4690,7260,330,246,"(4600, 5390)"
4730,7280,381,274,"(4600, 5390)"
4720,7280,381,272,"(4600, 5390)"
4690,7280,369,270,"(4600, 5390)"
13326,11470,1513,1411,"(13236, 14000)"
13316,11470,1150,959,"(13236, 14000)"
13336,11470,1084,898,"(13236, 14000)"
13346,11490,1647,1480,"(13236, 14000)"
13356,11490,1142,1133,"(13236, 14000)"
13336,11490,1019,908,"(13236, 14000)"
13376,11510,1238,1217,"(13236, 14000)"
13366,11510,1357,1171,"(13236, 14000)"
13356,11510,962,913,"(13236, 14000)"
13396,11530,1321,1225,"(13236, 14000)"
13386,11530,1087,1053,"(13236, 14000)"
13406,11530,788,740,"(13236, 14000)"
13416,11550,1582,1405,"(13236, 14000)"
13406,11550,1028,1009,"(13236, 14000)"
13426,11550,858,838,"(13236, 14000)"
13436,11570,1741,1668,"(13236, 14000)"
13446,11570,941,922,"(13236, 14000)"
13426,11570,918,850,"(13236, 14000)"
13456,11590,1561,1491,"(13236, 14000)"
13446,11590,904,875,"(13236, 14000)"
13466,11590,955,869,"(13236, 14000)"
13476,11610,1517,1288,"(13236, 14000)"
13486,11610,1052,1018,"(13236, 14000)"
13466,11610,825,762,"(13236, 14000)"
13496,11630,1461,1379,"(13236, 14000)"
13506,11630,1092,1065,"(13236, 14000)"
13486,11630,826,788,"(13236, 14000)"
13516,11650,1587,1480,"(13236, 14000)"
13526,11650,1142,1107,"(13236, 14000)"
13506,11650,919,885,"(13236, 14000)"
13536,11670,1746,1702,"(13236, 14000)"
13546,11670,1233,1169,"(13236, 14000)"
13526,11670,1117,1090,"(13236, 14000)"
13556,11690,1594,1537,"(13236, 14000)"
13546,11690,1292,1201,"(13236, 14000)"
13566,11690,1080,993,"(13236, 14000)"
13566,11710,1548,1375,"(13236, 14000)"
13576,11710,1326,1277,"(13236, 14000)"
13556,11710,1121,1063,"(13236, 14000)"
13586,11730,1905,1770,"(13236, 14000)"
13596,11730,1113,1089,"(13236, 14000)"
13576,11730,1065,972,"(13236, 14000)"
13606,11750,1728,1585,"(13236, 14000)"
13596,11750,1155,1132,"(13236, 14000)"
13616,11750,1163,1006,"(13236, 14000)"
13626,11770,1915,1900,"(13236, 14000)"
13616,11770,1345,1224,"(13236, 14000)"
13636,11770,1232,1139,"(13236, 14000)"
13646,11790,1664,1434,"(13236, 14000)"
13636,11790,1066,1047,"(13236, 14000)"
13656,11790,1157,989,"(13236, 14000)"
13666,11810,1389,1235,"(13236, 14000)"
13676,11810,1255,1233,"(13236, 14000)"
13656,11810,846,814,"(13236, 14000)"
13696,11830,1459,1363,"(13236, 14000)"
13686,11830,1111,1064,"(13236, 14000)"
13676,11830,824,806,"(13236, 14000)"
13716,11850,1894,1863,"(13236, 14000)"
13706,11850,916,832,"(13236, 14000)"
13726,11850,878,714,"(13236, 14000)"
13736,11870,1518,1517,"(13236, 14000)"
13746,11870,958,915,"(13236, 14000)"
13726,11870,836,751,"(13236, 14000)"
13756,11890,1194,1185,"(13236, 14000)"
13766,11890,1209,1065,"(13236, 14000)"
13746,11890,760,727,"(13236, 14000)"
13786,11910,1578,1396,"(13236, 14000)"
13776,11910,958,816,"(13236, 14000)"
13796,11910,737,706,"(13236, 14000)"
13806,11930,1538,1257,"(13236, 14000)"
13816,11930,1016,956,"(13236, 14000)"
13796,11930,834,747,"(13236, 14000)"
13836,11950,1359,1282,"(13236, 14000)"
13826,11950,987,908,"(13236, 14000)"
13846,11950,789,713,"(13236, 14000)"
13856,11970,1351,1297,"(13236, 14000)"
13866,11970,1182,1165,"(13236, 14000)"
13876,11970,774,697,"(13236, 14000)"
13886,11990,1846,1801,"(13236, 14000)"
13896,11990,1115,995,"(13236, 14000)"
13876,11990,1083,982,"(13236, 14000)"
13916,12010,1654,1511,"(13236, 14000)"
13906,12010,1136,1042,"(13236, 14000)"
13926,12010,1030,985,"(13236, 14000)"
13946,12030,1448,1298,"(13236, 14000)"
13936,12030,1182,1099,"(13236, 14000)"
13956,12030,991,936,"(13236, 14000)"
13976,12050,1477,1469,"(13236, 14000)"
13966,12050,1163,1084,"(13236, 14000)"
13986,12050,935,833,"(13236, 14000)"
13996,12070,1193,1177,"(13236, 14000)"
13986,12070,832,670,"(13236, 14000)"
13976,12070,640,561,"(13236, 14000)"
13996,12090,574,528,"(13236, 14000)"
13986,12090,478,441,"(13236, 14000)"
13976,12090,400,354,"(13236, 14000)"
13996,12110,415,337,"(13236, 14000)"
13986,12110,378,303,"(13236, 14000)"
13966,12110,322,272,"(13236, 14000)"
1195,16708,665,564,"(1145, 1496)"
1215,16708,410,384,"(1145, 1496)"
1205,16708,479,382,"(1145, 1496)"
1195,16728,697,644,"(1145, 1496)"
1165,16728,495,452,"(1145, 1496)"
1175,16728,487,444,"(1145, 1496)"
1195,16748,667,549,"(1145, 1496)"
1205,16748,510,423,"(1145, 1496)"
1165,16748,472,403,"(1145, 1496)"
1195,16768,680,514,"(1145, 1496)"
1175,16768,529,491,"(1145, 1496)"
1185,16768,574,490,"(1145, 1496)"
1195,16788,752,661,"(1145, 1496)"
1205,16788,622,578,"(1145, 1496)"
1185,16788,649,532,"(1145, 1496)"
1195,16808,838,727,"(1145, 1496)"
1205,16808,709,659,"(1145, 1496)"
1185,16808,704,603,"(1145, 1496)"
1195,16828,1104,991,"(1145, 1496)"
1185,16828,943,797,"(1145, 1496)"
1205,16828,909,775,"(1145, 1496)"
1205,16848,1225,1169,"(1145, 1496)"
1195,16848,1190,1122,"(1145, 1496)"
1215,16848,904,799,"(1145, 1496)"
1215,16868,1572,1382,"(1145, 1496)"
1205,16868,1089,1046,"(1145, 1496)"
1225,16868,1004,923,"(1145, 1496)"
1225,16888,1420,1322,"(1145, 1496)"
1235,16888,1277,1262,"(1145, 1496)"
1215,16888,917,858,"(1145, 1496)"
1245,16908,1785,1626,"(1145, 1496)"
1235,16908,1017,924,"(1145, 1496)"
1255,16908,944,832,"(1145, 1496)"
1265,16928,1348,1229,"(1145, 1496)"
1255,16928,1251,1186,"(1145, 1496)"
1245,16928,771,686,"(1145, 1496)"
1275,16948,1557,1267,"(1145, 1496)"
1285,16948,1050,973,"(1145, 1496)"
1265,16948,919,817,"(1145, 1496)"
1295,16968,1630,1590,"(1145, 1496)"
1285,16968,1028,912,"(1145, 1496)"
1305,16968,912,893,"(1145, 1496)"
1315,16988,1313,1290,"(1145, 1496)"
1305,16988,1226,1220,"(1145, 1496)"
1295,16988,809,777,"(1145, 1496)"
1325,17008,1390,1256,"(1145, 1496)"
1335,17008,1104,1080,"(1145, 1496)"
1315,17008,859,726,"(1145, 1496)"
1345,17028,1662,1622,"(1145, 1496)"
1355,17028,1041,922,"(1145, 1496)"
1335,17028,924,891,"(1145, 1496)"
1365,17048,1669,1628,"(1145, 1496)"
1355,17048,1061,990,"(1145, 1496)"
1375,17048,945,922,"(1145, 1496)"
1385,17068,1385,1341,"(1145, 1496)"
1375,17068,1192,1187,"(1145, 1496)"
1395,17068,852,814,"(1145, 1496)"
1395,17088,1509,1504,"(1145, 1496)"
1405,17088,1177,984,"(1145, 1496)"
1385,17088,875,829,"(1145, 1496)"
1415,17108,1672,1468,"(1145, 1496)"
1405,17108,1008,992,"(1145, 1496)"
1425,17108,925,861,"(1145, 1496)"
1425,17128,1370,1286,"(1145, 1496)"
1435,17128,1061,948,"(1145, 1496)"
1445,17128,777,709,"(1145, 1496)"
1445,17148,1560,1458,"(1145, 1496)"
1435,17148,1049,988,"(1145, 1496)"
1455,17148,951,936,"(1145, 1496)"
1465,17168,1190,1102,"(1145, 1496)"
1455,17168,1276,1074,"(1145, 1496)"
1475,17168,793,678,"(1145, 1496)"
1475,17188,1395,1211,"(1145, 1496)"
1485,17188,1125,913,"(1145, 1496)"
1465,17188,913,870,"(1145, 1496)"
1495,17208,1595,1535,"(1145, 1496)"
1485,17208,1100,909,"(1145, 1496)"
1475,17208,877,857,"(1145, 1496)"
1495,17228,850,810,"(1145, 1496)"
1485,17228,780,703,"(1145, 1496)"
1475,17228,741,678,"(1145, 1496)"
3783,17246,1605,1545,"(3773, 4594)"
3773,17246,1190,1155,"(3773, 4594)"
3793,17246,1136,1113,"(3773, 4594)"
3793,17266,1532,1412,"(3773, 4594)"
3803,17266,1226,1198,"(3773, 4594)"
3783,17266,1171,983,"(3773, 4594)"
3803,17286,1446,1391,"(3773, 4594)"
3813,17286,1126,1067,"(3773, 4594)"
3793,17286,1230,1016,"(3773, 4594)"
3813,17306,1486,1304,"(3773, 4594)"
3803,17306,1280,1174,"(3773, 4594)"
3823,17306,1170,1030,"(3773, 4594)"
3823,17326,1584,1511,"(3773, 4594)"
3813,17326,1220,1166,"(3773, 4594)"
3833,17326,1367,1116,"(3773, 4594)"
3843,17346,1573,1331,"(3773, 4594)"
3853,17346,1288,1157,"(3773, 4594)"
3833,17346,1273,1103,"(3773, 4594)"
3863,17366,1629,1607,"(3773, 4594)"
3873,17366,1365,1228,"(3773, 4594)"
3853,17366,1087,977,"(3773, 4594)"
3883,17386,1430,1384,"(3773, 4594)"
3893,17386,1374,1070,"(3773, 4594)"
3873,17386,952,883,"(3773, 4594)"
3903,17406,1336,1328,"(3773, 4594)"
3913,17406,1376,1309,"(3773, 4594)"
3923,17406,935,910,"(3773, 4594)"
3933,17426,1443,1392,"(3773, 4594)"
3923,17426,1195,1159,"(3773, 4594)"
3943,17426,819,792,"(3773, 4594)"
3953,17446,1582,1482,"(3773, 4594)"
3943,17446,1065,1058,"(3773, 4594)"
3963,17446,922,847,"(3773, 4594)"
3973,17466,1617,1549,"(3773, 4594)"
3983,17466,1049,975,"(3773, 4594)"
3963,17466,925,917,"(3773, 4594)"
3993,17486,1292,1117,"(3773, 4594)"
4003,17486,1281,1099,"(3773, 4594)"
4013,17486,826,803,"(3773, 4594)"
4023,17506,1526,1456,"(3773, 4594)"
4013,17506,1070,1026,"(3773, 4594)"
4033,17506,1009,931,"(3773, 4594)"
4053,17526,1669,1566,"(3773, 4594)"
4063,17526,1247,1098,"(3773, 4594)"
4043,17526,1071,886,"(3773, 4594)"
4083,17546,1880,1774,"(3773, 4594)"
4093,17546,1198,1180,"(3773, 4594)"
4073,17546,1211,1077,"(3773, 4594)"
4113,17566,1729,1603,"(3773, 4594)"
4103,17566,1202,1144,"(3773, 4594)"
4123,17566,1177,1141,"(3773, 4594)"
4143,17586,1627,1511,"(3773, 4594)"
4133,17586,1068,1062,"(3773, 4594)"
4153,17586,970,850,"(3773, 4594)"
4173,17606,1630,1536,"(3773, 4594)"
4163,17606,1236,1227,"(3773, 4594)"
4183,17606,1031,909,"(3773, 4594)"
4203,17626,1663,1515,"(3773, 4594)"
4213,17626,1140,1130,"(3773, 4594)"
4193,17626,1082,1057,"(3773, 4594)"
4233,17646,1761,1717,"(3773, 4594)"
4243,17646,1281,1212,"(3773, 4594)"
4223,17646,1104,1005,"(3773, 4594)"
4263,17666,1885,1705,"(3773, 4594)"
4273,17666,1551,1542,"(3773, 4594)"
4253,17666,1406,1336,"(3773, 4594)"
4593,17686,1500,1469,"(3773, 4594)"
4513,17686,1500,1461,"(3773, 4594)"
4583,17686,1504,1454,"(3773, 4594)"
4403,17706,1256,1222,"(3773, 4594)"
4353,17706,1257,1218,"(3773, 4594)"
4553,17706,1242,1214,"(3773, 4594)"
4593,17726,1189,1167,"(3773, 4594)"
4373,17726,1186,1152,"(3773, 4594)"
4313,17726,1180,1144,"(3773, 4594)"
4523,17746,1180,1157,"(3773, 4594)"
4413,17746,1183,1154,"(3773, 4594)"
4423,17746,1175,1140,"(3773, 4594)"
4583,17766,1180,1159,"(3773, 4594)"
4373,17766,1184,1154,"(3773, 4594)"
4503,17766,1184,1144,"(3773, 4594)"
4413,17786,1178,1126,"(3773, 4594)"
4323,17786,1183,1125,"(3773, 4594)"
4573,17786,1171,1119,"(3773, 4594)"
4523,17806,1180,1150,"(3773, 4594)"
4323,17806,1184,1127,"(3773, 4594)"
4423,17806,1188,1124,"(3773, 4594)"
4483,17826,1168,1142,"(3773, 4594)"
4473,17826,1159,1116,"(3773, 4594)"
4443,17826,1160,1109,"(3773, 4594)"
4433,17846,1173,1141,"(3773, 4594)"
4543,17846,1177,1134,"(3773, 4594)"
4483,17846,1175,1130,"(3773, 4594)"
4513,17866,1189,1152,"(3773, 4594)"
4503,17866,1185,1151,"(3773, 4594)"
4393,17866,1181,1138,"(3773, 4594)"
4313,17886,1159,1123,"(3773, 4594)"
4433,17886,1159,1113,"(3773, 4594)"
4403,17886,1163,1110,"(3773, 4594)"
4363,17906,1178,1142,"(3773, 4594)"
4313,17906,1167,1114,"(3773, 4594)"
4303,17906,1135,1099,"(3773, 4594)"
4473,17926,1173,1125,"(3773, 4594)"
4573,17926,1166,1115,"(3773, 4594)"
4543,17926,1162,1111,"(3773, 4594)"
4533,17946,1169,1138,"(3773, 4594)"
4513,17946,1179,1134,"(3773, 4594)"
4523,17946,1174,1134,"(3773, 4594)"
4573,17966,1174,1141,"(3773, 4594)"
4353,17966,1191,1129,"(3773, 4594)"
4413,17966,1195,1127,"(3773, 4594)"
4543,17986,1169,1138,"(3773, 4594)"
4403,17986,1179,1135,"(3773, 4594)"
4573,17986,1180,1128,"(3773, 4594)"
4333,18006,1191,1154,"(3773, 4594)"
4513,18006,1194,1153,"(3773, 4594)"
4403,18006,1180,1147,"(3773, 4594)"
4363,18026,1181,1150,"(3773, 4594)"
4453,18026,1170,1126,"(3773, 4594)"
4353,18026,1182,1119,"(3773, 4594)"
4343,18046,1182,1127,"(3773, 4594)"
4443,18046,1169,1121,"(3773, 4594)"
4323,18046,1166,1105,"(3773, 4594)"
4393,18066,1178,1150,"(3773, 4594)"
4353,18066,1183,1147,"(3773, 4594)"
4333,18066,1181,1136,"(3773, 4594)"
4583,18086,1178,1128,"(3773, 4594)"
4563,18086,1170,1125,"(3773, 4594)"
4423,18086,1169,1124,"(3773, 4594)"
4363,18106,1187,1157,"(3773, 4594)"
4353,18106,1186,1156,"(3773, 4594)"
4343,18106,1187,1149,"(3773, 4594)"
4313,18126,1169,1145,"(3773, 4594)"
4393,18126,1183,1143,"(3773, 4594)"
4413,18126,1180,1136,"(3773, 4594)"
4373,18146,1180,1130,"(3773, 4594)"
4523,18146,1176,1116,"(3773, 4594)"
4593,18146,1180,1111,"(3773, 4594)"
4353,18166,1202,1161,"(3773, 4594)"
4343,18166,1192,1148,"(3773, 4594)"
4543,18166,1187,1144,"(3773, 4594)"
4343,18186,1197,1171,"(3773, 4594)"
4403,18186,1198,1162,"(3773, 4594)"
4373,18186,1194,1156,"(3773, 4594)"
4553,18206,1185,1169,"(3773, 4594)"
4393,18206,1180,1152,"(3773, 4594)"
4583,18206,1190,1148,"(3773, 4594)"
4503,18226,1178,1151,"(3773, 4594)"
4403,18226,1170,1140,"(3773, 4594)"
